Wed Jan  8 15:17:06 2020
[CURREN WORK PATH] /Users/herrshi/Downloads/8-News Set(SogouCS)/news_sohusite_xml.full/utils
[CLASSIFY] gongyi.sohu.com                                   :        152 L
[CLASSIFY] dfzzcross.i.auto.sohu.com                         :          3 L
[CLASSIFY] chengde.auto.sohu.com                             :         45 L
[CLASSIFY] q.stock.sohu.com                                  :      11492 L
[CLASSIFY] jili.i.auto.sohu.com                              :          4 L
[CLASSIFY] dealer.auto.sohu.com                              :      25052 L
[CLASSIFY] club.money.business.sohu.com                      :          1 L
[CLASSIFY] ix35.i.auto.sohu.com                              :          7 L
[CLASSIFY] shcy.i.auto.sohu.com                              :          6 L
[CLASSIFY] soccer.sports.sohu.com                            :        230 L
[CLASSIFY] hengshui.i.auto.sohu.com                          :          5 L
[CLASSIFY] focus.i.auto.sohu.com                             :        228 L
[CLASSIFY] product.it.sohu.com                               :     149388 L
[CLASSIFY] car022.i.auto.sohu.com                            :          2 L
[CLASSIFY] daxue.learning.sohu.com                           :       6808 L
[CLASSIFY] game.2010.sohu.com                                :          2 L
[CLASSIFY] club.city.women.sohu.com                          :         84 L
[CLASSIFY] aygo.i.auto.sohu.com                              :          1 L
[CLASSIFY] zhuanti.club.money.sohu.com                       :          1 L
[CLASSIFY] v.tv.sohu.com                                     :        131 L
[CLASSIFY] chery-a3.i.auto.sohu.com                          :          9 L
[CLASSIFY] guanli.i.auto.sohu.com                            :          1 L
[CLASSIFY] pic.it.sohu.com                                   :        314 L
[CLASSIFY] zone.it.sohu.com                                  :       5007 L
[CLASSIFY] app.tv.sohu.com                                   :          1 L
[CLASSIFY] p.club.astro.sohu.com                             :          8 L
[CLASSIFY] sh.sohu.com                                       :       1007 L
[CLASSIFY] bmw.i.auto.sohu.com                               :        748 L
[CLASSIFY] daren.women.sohu.com                              :          1 L
[CLASSIFY] lz.club.yule.sohu.com                             :          1 L
[CLASSIFY] zhjcy.i.auto.sohu.com                             :          2 L
[CLASSIFY] i.auto.sohu.com                                   :        100 L
[CLASSIFY] pic.dm.sohu.com                                   :         14 L
[CLASSIFY] q7.i.auto.sohu.com                                :          6 L
[CLASSIFY] db.auto.sohu.com                                  :      56272 L
[CLASSIFY] handan.auto.sohu.com                              :         88 L
[CLASSIFY] green.sohu.com                                    :        277 L
[CLASSIFY] ask.auto.sohu.com                                 :        809 L
[CLASSIFY] act.it.sohu.com                                   :        770 L
[CLASSIFY] vela.i.auto.sohu.com                              :          2 L
[CLASSIFY] pic.business.sohu.com                             :        904 L
[CLASSIFY] polo.i.auto.sohu.com                              :          3 L
[CLASSIFY] guangzhou.auto.sohu.com                           :        448 L
[CLASSIFY] index.health.sohu.com                             :         34 L
[CLASSIFY] range-rover.i.auto.sohu.com                       :          3 L
[CLASSIFY] zhuanti.club.astro.sohu.com                       :          1 L
[CLASSIFY] goabroad.sohu.com                                 :        918 L
[CLASSIFY] mazda32.i.auto.sohu.com                           :          6 L
[CLASSIFY] club.goabroad.sohu.com                            :          4 L
[CLASSIFY] t.auto.sohu.com                                   :         25 L
[CLASSIFY] lacrosse.i.auto.sohu.com                          :          8 L
[CLASSIFY] sheny.tv.sohu.com                                 :          7 L
[CLASSIFY] lz.club.cul.sohu.com                              :          1 L
[CLASSIFY] arts.cul.sohu.com                                 :        318 L
[CLASSIFY] i30.i.auto.sohu.com                               :          6 L
[CLASSIFY] dongfangzhizi.i.auto.sohu.com                     :          1 L
[CLASSIFY] tuangouauto.i.auto.sohu.com                       :          1 L
[CLASSIFY] men.sohu.com                                      :        381 L
[CLASSIFY] pic.gd.sohu.com                                   :        224 L
[CLASSIFY] tousu.auto.sohu.com                               :        559 L
[CLASSIFY] club.mil.news.sohu.com                            :       1792 L
[CLASSIFY] optima.i.auto.sohu.com                            :          4 L
[CLASSIFY] gol.i.auto.sohu.com                               :          7 L
[CLASSIFY] nanchang.auto.sohu.com                            :        180 L
[CLASSIFY] club.health.sohu.com                              :        131 L
[CLASSIFY] zhuanti.club.business.sohu.com                    :          6 L
[CLASSIFY] p.club.travel.sohu.com                            :          4 L
[CLASSIFY] chongqing.auto.sohu.com                           :        493 L
[CLASSIFY] chwang.i.auto.sohu.com                            :          1 L
[CLASSIFY] it.sohu.com                                       :       9432 L
[CLASSIFY] jinbei.i.auto.sohu.com                            :          3 L
[CLASSIFY] nmgcyh.i.auto.sohu.com                            :         13 L
[CLASSIFY] sheying.club.sohu.com                             :         18 L
[CLASSIFY] adidas.sports.sohu.com                            :        237 L
[CLASSIFY] fit.i.auto.sohu.com                               :          3 L
[CLASSIFY] chengdu.auto.sohu.com                             :        996 L
[CLASSIFY] cbadata.sports.sohu.com                           :        995 L
[CLASSIFY] sdcy.i.auto.sohu.com                              :          5 L
[CLASSIFY] linzhou.i.auto.sohu.com                           :          2 L
[CLASSIFY] wuhan.auto.sohu.com                               :        617 L
[CLASSIFY] livina.i.auto.sohu.com                            :          5 L
[CLASSIFY] passat.i.auto.sohu.com                            :        284 L
[CLASSIFY] mobile.auto.sohu.com                              :          4 L
[CLASSIFY] haima.i.auto.sohu.com                             :          1 L
[CLASSIFY] haifuxing.i.auto.sohu.com                         :          6 L
[CLASSIFY] qq6.i.auto.sohu.com                               :          6 L
[CLASSIFY] jaguar-xk.i.auto.sohu.com                         :          1 L
[CLASSIFY] p.club.health.sohu.com                            :          5 L
[CLASSIFY] linyi.auto.sohu.com                               :        291 L
[CLASSIFY] 05133.astro.women.sohu.com                        :          6 L
[CLASSIFY] jlcyh.i.auto.sohu.com                             :          9 L
[CLASSIFY] tiida.i.auto.sohu.com                             :          4 L
[CLASSIFY] cache.club.sohu.com                               :          1 L
[CLASSIFY] xacyh.i.auto.sohu.com                             :          5 L
[CLASSIFY] jxcyh.i.auto.sohu.com                             :          4 L
[CLASSIFY] clk-class.i.auto.sohu.com                         :          1 L
[CLASSIFY] btbdx.i.auto.sohu.com                             :          4 L
[CLASSIFY] chery-a5.i.auto.sohu.com                          :          2 L
[CLASSIFY] pic.korea.sohu.com                                :        109 L
[CLASSIFY] xjcyh.i.auto.sohu.com                             :          6 L
[CLASSIFY] hiace.i.auto.sohu.com                             :          1 L
[CLASSIFY] data.yule.sohu.com                                :       8040 L
[CLASSIFY] f1.sports.sohu.com                                :        683 L
[CLASSIFY] zhuanti.club.auto.sohu.com                        :          1 L
[CLASSIFY] yantaicheyou.i.auto.sohu.com                      :          2 L
[CLASSIFY] text.news.sohu.com                                :         16 L
[CLASSIFY] p.club.sh.sohu.com                                :          2 L
[CLASSIFY] haerbin.auto.sohu.com                             :        496 L
[CLASSIFY] youxi.sports.sohu.com                             :       1567 L
[CLASSIFY] pic.v.sohu.com                                    :          8 L
[CLASSIFY] sddz.i.auto.sohu.com                              :          6 L
[CLASSIFY] book.news.sohu.com                                :         10 L
[CLASSIFY] club.men.sohu.com                                 :         20 L
[CLASSIFY] outdoor.travel.sohu.com                           :         24 L
[CLASSIFY] maverick.i.auto.sohu.com                          :          1 L
[CLASSIFY] jinan.auto.sohu.com                               :        677 L
[CLASSIFY] yule.sohu.com                                     :      12195 L
[CLASSIFY] moinca.i.auto.sohu.com                            :          5 L
[CLASSIFY] product.news.sohu.com                             :        268 L
[CLASSIFY] ccrhy.i.auto.sohu.com                             :          2 L
[CLASSIFY] q.fund.sohu.com                                   :       3498 L
[CLASSIFY] picture.auto.sohu.com                             :       3567 L
[CLASSIFY] yaris.i.auto.sohu.com                             :          5 L
[CLASSIFY] yubei.i.auto.sohu.com                             :          3 L
[CLASSIFY] data.tv.sohu.com                                  :        142 L
[CLASSIFY] letv.auto.sohu.com                                :        167 L
[CLASSIFY] kiasoul.i.auto.sohu.com                           :          5 L
[CLASSIFY] mg.i.auto.sohu.com                                :          6 L
[CLASSIFY] saab9-5.i.auto.sohu.com                           :          2 L
[CLASSIFY] pic.travel.sohu.com                               :        306 L
[CLASSIFY] index.tv.sohu.com                                 :        205 L
[CLASSIFY] h2.i.auto.sohu.com                                :          1 L
[CLASSIFY] tianjin.auto.sohu.com                             :       1484 L
[CLASSIFY] p.club.city.travel.sohu.com                       :          3 L
[CLASSIFY] cr-v.i.auto.sohu.com                              :         12 L
[CLASSIFY] pic.learning.sohu.com                             :        318 L
[CLASSIFY] autosup0311.i.auto.sohu.com                       :          7 L
[CLASSIFY] camry.i.auto.sohu.com                             :          4 L
[CLASSIFY] b50.i.auto.sohu.com                               :          4 L
[CLASSIFY] xiamen.auto.sohu.com                              :        291 L
[CLASSIFY] zhuanti.club.travel.sohu.com                      :          6 L
[CLASSIFY] huhehaote.auto.sohu.com                           :         84 L
[CLASSIFY] crown.i.auto.sohu.com                             :          4 L
[CLASSIFY] db.i.auto.sohu.com                                :          1 L
[CLASSIFY] yanguang.i.auto.sohu.com                          :          1 L
[CLASSIFY] previa.i.auto.sohu.com                            :          2 L
[CLASSIFY] learning.sohu.com                                 :       4440 L
[CLASSIFY] tscyh.i.auto.sohu.com                             :          5 L
[CLASSIFY] pic.gongyi.sohu.com                               :         52 L
[CLASSIFY] zhuanti.club.yule.sohu.com                        :          8 L
[CLASSIFY] adflash.sh.sohu.com                               :          1 L
[CLASSIFY] wenzhou.auto.sohu.com                             :        387 L
[CLASSIFY] rein.i.auto.sohu.com                              :          4 L
[CLASSIFY] cccyh.i.auto.sohu.com                             :          5 L
[CLASSIFY] huodongauto.i.auto.sohu.com                       :          2 L
[CLASSIFY] haixun.i.auto.sohu.com                            :          2 L
[CLASSIFY] forte.i.auto.sohu.com                             :          8 L
[CLASSIFY] eos.i.auto.sohu.com                               :          2 L
[CLASSIFY] xn.xy.club.sohu.com                               :         14 L
[CLASSIFY] app.sh.sohu.com                                   :          7 L
[CLASSIFY] dalian.auto.sohu.com                              :        702 L
[CLASSIFY] expo2010.sohu.com                                 :          1 L
[CLASSIFY] media.sohu.com                                    :        537 L
[CLASSIFY] qq.i.auto.sohu.com                                :          2 L
[CLASSIFY] act1.astro.women.sohu.com                         :        120 L
[CLASSIFY] zhdcar.i.auto.sohu.com                            :          7 L
[CLASSIFY] santana.i.auto.sohu.com                           :          8 L
[CLASSIFY] xian.auto.sohu.com                                :        333 L
[CLASSIFY] beetle.i.auto.sohu.com                            :          2 L
[CLASSIFY] tpms.i.auto.sohu.com                              :          7 L
[CLASSIFY] ningbo.auto.sohu.com                              :        260 L
[CLASSIFY] lz.club.news.sohu.com                             :         81 L
[CLASSIFY] buy.auto.sohu.com                                 :         37 L
[CLASSIFY] binyue.i.auto.sohu.com                            :          3 L
[CLASSIFY] chery.i.auto.sohu.com                             :          5 L
[CLASSIFY] landwind-x9.i.auto.sohu.com                       :          1 L
[CLASSIFY] mazda3.i.auto.sohu.com                            :         11 L
[CLASSIFY] beijing.auto.sohu.com                             :        885 L
[CLASSIFY] qingdao.auto.sohu.com                             :        601 L
[CLASSIFY] borahb.i.auto.sohu.com                            :          1 L
[CLASSIFY] kunming.saa.auto.sohu.com                         :          1 L
[CLASSIFY] junjie.i.auto.sohu.com                            :          7 L
[CLASSIFY] fengyun.i.auto.sohu.com                           :          5 L
[CLASSIFY] sylphy.i.auto.sohu.com                            :          4 L
[CLASSIFY] open.tv.sohu.com                                  :        379 L
[CLASSIFY] neiguan.i.auto.sohu.com                           :          3 L
[CLASSIFY] tjcyh.i.auto.sohu.com                             :         15 L
[CLASSIFY] data.2010.sohu.com                                :        555 L
[CLASSIFY] qashqai.i.auto.sohu.com                           :          4 L
[CLASSIFY] sebring.i.auto.sohu.com                           :          7 L
[CLASSIFY] buick.i.auto.sohu.com                             :         11 L
[CLASSIFY] yantai.auto.sohu.com                              :        367 L
[CLASSIFY] shxcyh.i.auto.sohu.com                            :          1 L
[CLASSIFY] amg.i.auto.sohu.com                               :          3 L
[CLASSIFY] index.auto.sohu.com                               :          1 L
[CLASSIFY] zhuanti.club.sports.sohu.com                      :         39 L
[CLASSIFY] xianghe.i.auto.sohu.com                           :          1 L
[CLASSIFY] elantra.i.auto.sohu.com                           :          5 L
[CLASSIFY] sdliaocheng.i.auto.sohu.com                       :          3 L
[CLASSIFY] zhuanti.club.book.sohu.com                        :          5 L
[CLASSIFY] reiz.i.auto.sohu.com                              :          6 L
[CLASSIFY] p.club.cul.sohu.com                               :         28 L
[CLASSIFY] porsche.i.auto.sohu.com                           :         10 L
[CLASSIFY] baobao.sohu.com                                   :       2328 L
[CLASSIFY] money.sohu.com                                    :       6210 L
[CLASSIFY] astro.sohu.com                                    :         15 L
[CLASSIFY] zhengzhou.auto.sohu.com                           :        580 L
[CLASSIFY] wphone.zone.it.sohu.com                           :        771 L
[CLASSIFY] teamchina.sports.sohu.com                         :         26 L
[CLASSIFY] vip.club.sohu.com                                 :          2 L
[CLASSIFY] banzhu.i.auto.sohu.com                            :          1 L
[CLASSIFY] shxcy.i.auto.sohu.com                             :          4 L
[CLASSIFY] hbbd.i.auto.sohu.com                              :         15 L
[CLASSIFY] zbllz.i.auto.sohu.com                             :          8 L
[CLASSIFY] p.club.gd.sohu.com                                :          5 L
[CLASSIFY] greatwall.i.auto.sohu.com                         :          6 L
[CLASSIFY] feixin.tv.sohu.com                                :          4 L
[CLASSIFY] hefei.auto.sohu.com                               :        390 L
[CLASSIFY] club.campus.sohu.com                              :          2 L
[CLASSIFY] pic.news.sohu.com                                 :       9528 L
[CLASSIFY] mil.news.sohu.com                                 :        820 L
[CLASSIFY] geruisi.i.auto.sohu.com                           :          1 L
[CLASSIFY] zhangjiakou.auto.sohu.com                         :         67 L
[CLASSIFY] nantong.auto.sohu.com                             :        334 L
[CLASSIFY] qhdforte.i.auto.sohu.com                          :          2 L
[CLASSIFY] dise.health.sohu.com                              :        419 L
[CLASSIFY] boss.sports.sohu.com                              :         12 L
[CLASSIFY] 2004.sports.sohu.com                              :         44 L
[CLASSIFY] cheyinghui.i.auto.sohu.com                        :          1 L
[CLASSIFY] shenzhen.auto.sohu.com                            :        782 L
[CLASSIFY] shenyang.auto.sohu.com                            :       1030 L
[CLASSIFY] club.cul.sohu.com                                 :        807 L
[CLASSIFY] go108.astro.women.sohu.com                        :        251 L
[CLASSIFY] jscyh.i.auto.sohu.com                             :          9 L
[CLASSIFY] epica.i.auto.sohu.com                             :          3 L
[CLASSIFY] bmw-z3.i.auto.sohu.com                            :          3 L
[CLASSIFY] galant2.i.auto.sohu.com                           :          2 L
[CLASSIFY] lavida.i.auto.sohu.com                            :          9 L
[CLASSIFY] tjky.i.auto.sohu.com                              :        437 L
[CLASSIFY] chairman.i.auto.sohu.com                          :          1 L
[CLASSIFY] ad.sh.sohu.com                                    :          4 L
[CLASSIFY] star.news.sohu.com                                :       1593 L
[CLASSIFY] club.stock.sohu.com                               :         91 L
[CLASSIFY] benben.i.auto.sohu.com                            :          5 L
[CLASSIFY] jinan.i.auto.sohu.com                             :          4 L
[CLASSIFY] pic.astro.sohu.com                                :        138 L
[CLASSIFY] haidian.i.auto.sohu.com                           :          2 L
[CLASSIFY] lz.travel.sohu.com                                :          4 L
[CLASSIFY] vios.i.auto.sohu.com                              :          3 L
[CLASSIFY] xinfangban.i.auto.sohu.com                        :          7 L
[CLASSIFY] qianlima.i.auto.sohu.com                          :          1 L
[CLASSIFY] lz.club.travel.sohu.com                           :         34 L
[CLASSIFY] luzun.i.auto.sohu.com                             :          1 L
[CLASSIFY] yuexiang.i.auto.sohu.com                          :          7 L
[CLASSIFY] hljcyh.i.auto.sohu.com                            :          2 L
[CLASSIFY] 1soccer.sports.sohu.com                           :         25 L
[CLASSIFY] ford-s-max.i.auto.sohu.com                        :          1 L
[CLASSIFY] fengxing.i.auto.sohu.com                          :          7 L
[CLASSIFY] fans.auto.sohu.com                                :          2 L
[CLASSIFY] pic.money.sohu.com                                :         11 L
[CLASSIFY] zhuanti.club.news.sohu.com                        :          3 L
[CLASSIFY] mazda6.i.auto.sohu.com                            :          5 L
[CLASSIFY] whcyh.i.auto.sohu.com                             :          5 L
[CLASSIFY] pic.media.sohu.com                                :          4 L
[CLASSIFY] hyundai.i.auto.sohu.com                           :          4 L
[CLASSIFY] baoding.auto.sohu.com                             :         84 L
[CLASSIFY] rqcyh.i.auto.sohu.com                             :          5 L
[CLASSIFY] club.money.sohu.com                               :         29 L
[CLASSIFY] digi.it.sohu.com                                  :       3852 L
[CLASSIFY] sh.xy.club.sohu.com                               :         79 L
[CLASSIFY] s3.i.auto.sohu.com                                :          1 L
[CLASSIFY] s90.i.auto.sohu.com                               :          1 L
[CLASSIFY] benz.i.auto.sohu.com                              :        265 L
[CLASSIFY] dm.sohu.com                                       :         14 L
[CLASSIFY] life.women.sohu.com                               :         27 L
[CLASSIFY] book.sohu.com                                     :        128 L
[CLASSIFY] octavia.i.auto.sohu.com                           :         16 L
[CLASSIFY] pic.men.sohu.com                                  :        638 L
[CLASSIFY] langfang.i.auto.sohu.com                          :          7 L
[CLASSIFY] fiat.i.auto.sohu.com                              :          3 L
[CLASSIFY] nba.sports.sohu.com                               :         39 L
[CLASSIFY] jiaxing.auto.sohu.com                             :        354 L
[CLASSIFY] henancy.i.auto.sohu.com                           :          6 L
[CLASSIFY] bschool.sohu.com                                  :        130 L
[CLASSIFY] pic.health.sohu.com                               :        431 L
[CLASSIFY] bjoulande.i.auto.sohu.com                         :          6 L
[CLASSIFY] gzcyh.i.auto.sohu.com                             :          3 L
[CLASSIFY] zhuanti.club.it.sohu.com                          :         23 L
[CLASSIFY] cangzhou.auto.sohu.com                            :         86 L
[CLASSIFY] 17173.tv.sohu.com                                 :        487 L
[CLASSIFY] club.chihe.sohu.com                               :         91 L
[CLASSIFY] hhxy.i.auto.sohu.com                              :          5 L
[CLASSIFY] guba.stock.sohu.com                               :        124 L
[CLASSIFY] feiteng.i.auto.sohu.com                           :          1 L
[CLASSIFY] ccsuteng.i.auto.sohu.com                          :          4 L
[CLASSIFY] magotan.i.auto.sohu.com                           :        482 L
[CLASSIFY] p.club.women.sohu.com                             :        310 L
[CLASSIFY] money.business.sohu.com                           :        156 L
[CLASSIFY] p.club.news.sohu.com                              :         23 L
[CLASSIFY] tzzl.i.auto.sohu.com                              :          2 L
[CLASSIFY] lova.i.auto.sohu.com                              :         15 L
[CLASSIFY] t.stock.sohu.com                                  :       1933 L
[CLASSIFY] pic.green.sohu.com                                :        165 L
[CLASSIFY] zhixiang.i.auto.sohu.com                          :          6 L
